,x
TRINITY_DN25364_c0_g1_i1|m.12754,3
TRINITY_DN25365_c0_g1_i1|m.12769,18
TRINITY_DN25381_c0_g1_i2|m.12779,5
TRINITY_DN25422_c0_g1_i1|m.12856,5
TRINITY_DN25440_c0_g1_i1|m.12860,10
TRINITY_DN25441_c0_g6_i1|m.12894,8
TRINITY_DN25447_c0_g1_i2|m.12823,10
TRINITY_DN25459_c0_g1_i1|m.12918,10
TRINITY_DN25497_c0_g2_i1|m.12997,2
TRINITY_DN25512_c0_g1_i1|m.13044,3
TRINITY_DN25518_c0_g1_i1|m.13055,3
TRINITY_DN25522_c0_g1_i1|m.13065,2
TRINITY_DN25528_c0_g1_i1|m.13087,3
TRINITY_DN25531_c0_g1_i1|m.13089,19
TRINITY_DN25531_c0_g1_i2|m.13090,10
TRINITY_DN25534_c0_g1_i1|m.13075,13
TRINITY_DN25567_c0_g1_i1|m.13114,3
TRINITY_DN25574_c0_g1_i1|m.13131,2
TRINITY_DN25590_c0_g1_i1|m.13084,5
TRINITY_DN25591_c0_g1_i1|m.13146,5
TRINITY_DN25597_c0_g1_i1|m.13015,3
TRINITY_DN25600_c0_g1_i1|m.13160,2
TRINITY_DN25611_c0_g1_i1|m.13198,3
TRINITY_DN25625_c0_g1_i1|m.13236,3
TRINITY_DN25632_c0_g1_i3|m.13242,4
TRINITY_DN25636_c0_g1_i1|m.13151,2
TRINITY_DN25642_c0_g1_i1|m.13192,3
TRINITY_DN25643_c0_g1_i1|m.13175,10
TRINITY_DN25644_c0_g1_i1|m.13226,2
TRINITY_DN25691_c0_g1_i1|m.13292,5
TRINITY_DN25710_c0_g1_i1|m.13327,3
TRINITY_DN25751_c0_g1_i1|m.13366,5
TRINITY_DN25761_c0_g1_i1|m.13387,11
TRINITY_DN25779_c0_g1_i1|m.13422,14
TRINITY_DN25793_c0_g1_i1|m.13440,8
TRINITY_DN25799_c0_g1_i1|m.13443,3
TRINITY_DN25800_c0_g1_i1|m.13461,3
TRINITY_DN25824_c0_g1_i1|m.13523,5
TRINITY_DN25851_c0_g1_i1|m.13521,14
TRINITY_DN25890_c0_g2_i4|m.13587,18
TRINITY_DN25930_c0_g1_i1|m.13672,5
TRINITY_DN25967_c0_g1_i1|m.13652,3
TRINITY_DN25967_c0_g1_i2|m.13653,3
TRINITY_DN25986_c0_g1_i2|m.13734,10
TRINITY_DN26007_c0_g1_i1|m.13757,3
TRINITY_DN26012_c0_g3_i1|m.13775,23
TRINITY_DN26012_c0_g4_i1|m.13777,2
TRINITY_DN26015_c0_g1_i2|m.13770,19
TRINITY_DN26020_c0_g1_i3|m.13787,3
TRINITY_DN26043_c0_g1_i1|m.13755,11
TRINITY_DN26062_c0_g1_i1|m.13845,21
TRINITY_DN26065_c0_g1_i1|m.13849,3
TRINITY_DN26076_c0_g1_i1|m.13859,5
TRINITY_DN26094_c0_g1_i1|m.13868,3
TRINITY_DN26121_c0_g1_i2|m.13936,10
TRINITY_DN26174_c0_g3_i2|m.14060,3
TRINITY_DN26179_c0_g1_i1|m.14071,10
TRINITY_DN26179_c0_g2_i1|m.14073,3
TRINITY_DN26205_c0_g1_i2|m.14128,3
TRINITY_DN26219_c0_g1_i2|m.14158,11
TRINITY_DN26233_c0_g1_i1|m.14139,11
TRINITY_DN26241_c0_g1_i1|m.14156,5
TRINITY_DN26242_c0_g1_i2|m.14115,10
TRINITY_DN26247_c0_g1_i2|m.14113,3
TRINITY_DN26250_c0_g1_i1|m.14183,3
TRINITY_DN26253_c0_g1_i1|m.14196,4
TRINITY_DN26257_c0_g3_i1|m.14214,1
TRINITY_DN26259_c0_g1_i1|m.14201,2
TRINITY_DN26264_c0_g1_i1|m.14191,2
TRINITY_DN26287_c0_g1_i1|m.14272,3
TRINITY_DN26300_c0_g1_i1|m.14309,10
TRINITY_DN26302_c0_g1_i1|m.14315,3
TRINITY_DN26305_c1_g1_i1|m.14314,11
TRINITY_DN26306_c0_g1_i1|m.14329,2
TRINITY_DN26306_c0_g2_i1|m.14331,3
TRINITY_DN26314_c0_g1_i1|m.14334,3
TRINITY_DN26314_c0_g1_i2|m.14336,3
TRINITY_DN26322_c1_g1_i1|m.14360,10
TRINITY_DN26322_c1_g2_i1|m.14362,2
TRINITY_DN26374_c0_g1_i1|m.14459,4
TRINITY_DN26427_c0_g1_i1|m.14550,18
TRINITY_DN26430_c0_g1_i1|m.14541,3
TRINITY_DN26465_c0_g1_i1|m.14592,3
TRINITY_DN26492_c0_g1_i1|m.14614,2
TRINITY_DN26495_c0_g1_i1|m.14621,5
TRINITY_DN26497_c0_g1_i1|m.14623,2
TRINITY_DN26504_c0_g1_i1|m.14690,9
TRINITY_DN26508_c0_g6_i3|m.14713,10
TRINITY_DN26513_c0_g1_i1|m.14680,14
TRINITY_DN26513_c0_g2_i1|m.14681,5
TRINITY_DN26518_c0_g1_i1|m.14684,7
TRINITY_DN26549_c0_g1_i1|m.14748,10
TRINITY_DN26549_c0_g2_i1|m.14749,12
TRINITY_DN26641_c0_g1_i1|m.14839,3
TRINITY_DN26644_c0_g1_i1|m.14928,10
TRINITY_DN26653_c0_g1_i1|m.14939,5
TRINITY_DN26658_c0_g6_i1|m.14942,3
TRINITY_DN26680_c0_g1_i1|m.14978,3
TRINITY_DN26682_c0_g2_i1|m.14998,3
TRINITY_DN26682_c0_g3_i2|m.15003,2
TRINITY_DN26704_c0_g1_i1|m.15037,4
TRINITY_DN26721_c0_g1_i1|m.15071,5
TRINITY_DN26728_c0_g1_i1|m.15095,10
TRINITY_DN26734_c0_g1_i1|m.15092,2
TRINITY_DN26749_c0_g1_i2|m.15115,10
TRINITY_DN26751_c0_g1_i1|m.15136,21
TRINITY_DN26754_c0_g1_i1|m.15141,5
TRINITY_DN26765_c0_g1_i2|m.15162,3
TRINITY_DN26797_c0_g1_i1|m.15199,5
TRINITY_DN26798_c0_g1_i1|m.15203,10
TRINITY_DN26801_c0_g1_i1|m.15214,2
TRINITY_DN26807_c0_g4_i1|m.15223,2
TRINITY_DN26807_c0_g5_i1|m.15226,10
TRINITY_DN26812_c0_g1_i1|m.15235,4
TRINITY_DN26813_c0_g1_i1|m.15221,5
TRINITY_DN26822_c0_g1_i1|m.15257,10
TRINITY_DN26836_c0_g1_i1|m.15271,6
TRINITY_DN26849_c0_g1_i1|m.15280,10
TRINITY_DN26849_c1_g1_i1|m.15281,10
TRINITY_DN26849_c1_g1_i2|m.15282,10
TRINITY_DN26891_c0_g1_i1|m.15323,14
TRINITY_DN26893_c0_g2_i1|m.15341,5
TRINITY_DN26902_c0_g1_i1|m.15376,10
TRINITY_DN26929_c0_g1_i1|m.15372,18
TRINITY_DN26929_c0_g1_i2|m.15374,10
TRINITY_DN26951_c0_g2_i1|m.15467,3
TRINITY_DN26953_c0_g2_i1|m.15477,11
TRINITY_DN26963_c0_g1_i1|m.15491,2
TRINITY_DN26968_c0_g1_i1|m.15498,3
TRINITY_DN26993_c0_g1_i1|m.15356,10
TRINITY_DN26997_c0_g1_i1|m.15549,8
TRINITY_DN27027_c0_g1_i1|m.15602,2
TRINITY_DN27029_c0_g1_i2|m.15623,5
TRINITY_DN27044_c0_g1_i1|m.15569,13
TRINITY_DN27049_c0_g1_i1|m.15627,2
TRINITY_DN27063_c0_g1_i1|m.15648,5
TRINITY_DN27083_c0_g1_i1|m.15680,2
TRINITY_DN27088_c0_g1_i1|m.15700,5
TRINITY_DN27095_c0_g1_i1|m.15557,8
TRINITY_DN27101_c1_g1_i1|m.15729,5
TRINITY_DN27102_c0_g1_i1|m.15725,11
TRINITY_DN27109_c0_g1_i1|m.15760,2
TRINITY_DN27109_c0_g2_i1|m.15761,10
TRINITY_DN27110_c0_g1_i1|m.15741,3
TRINITY_DN27135_c0_g1_i1|m.15829,5
TRINITY_DN27192_c0_g1_i1|m.15886,5
TRINITY_DN27196_c0_g1_i1|m.15893,3
TRINITY_DN27211_c0_g1_i1|m.15935,3
TRINITY_DN27212_c0_g1_i1|m.15942,15
TRINITY_DN27215_c0_g1_i1|m.15952,10
TRINITY_DN27246_c0_g2_i1|m.15916,4
TRINITY_DN27251_c0_g1_i1|m.16040,2
TRINITY_DN27262_c0_g1_i1|m.16042,11
TRINITY_DN27302_c0_g2_i1|m.16124,2
TRINITY_DN27317_c0_g2_i1|m.16166,5
TRINITY_DN27327_c0_g1_i1|m.16192,2
TRINITY_DN27342_c0_g1_i1|m.16109,3
TRINITY_DN27354_c0_g1_i1|m.16227,3
TRINITY_DN27357_c0_g1_i2|m.16259,5
TRINITY_DN27403_c0_g2_i1|m.16347,5
TRINITY_DN27410_c0_g1_i1|m.16348,4
TRINITY_DN27421_c0_g1_i1|m.16374,2
TRINITY_DN27429_c0_g1_i1|m.16398,5
TRINITY_DN27482_c0_g2_i1|m.16467,3
TRINITY_DN27488_c0_g1_i1|m.16478,10
TRINITY_DN27517_c0_g1_i1|m.16533,2
TRINITY_DN27546_c0_g1_i1|m.16584,5
TRINITY_DN27549_c0_g1_i1|m.16563,3
TRINITY_DN27551_c0_g1_i1|m.16536,2
TRINITY_DN27564_c0_g1_i1|m.16596,4
TRINITY_DN27586_c0_g2_i1|m.16646,11
TRINITY_DN27594_c2_g1_i1|m.16665,5
TRINITY_DN27626_c0_g1_i1|m.16836,10
TRINITY_DN27628_c0_g1_i1|m.16761,4
TRINITY_DN27643_c0_g1_i1|m.16668,2
TRINITY_DN27665_c0_g1_i2|m.16803,7
TRINITY_DN27665_c0_g1_i3|m.16804,3
TRINITY_DN27675_c0_g1_i3|m.16848,4
TRINITY_DN27677_c0_g1_i1|m.16856,5
TRINITY_DN27679_c0_g1_i2|m.16863,3
TRINITY_DN27691_c0_g1_i1|m.16870,3
TRINITY_DN27707_c0_g1_i1|m.16901,4
TRINITY_DN27728_c0_g1_i1|m.16944,10
TRINITY_DN27735_c0_g1_i1|m.16960,5
TRINITY_DN27765_c0_g1_i1|m.17020,2
TRINITY_DN27769_c1_g1_i1|m.17011,2
TRINITY_DN27788_c0_g1_i1|m.17053,5
TRINITY_DN27794_c0_g1_i1|m.17071,2
TRINITY_DN27824_c0_g1_i1|m.17228,8
TRINITY_DN27824_c1_g3_i1|m.17235,3
TRINITY_DN27824_c1_g4_i1|m.17237,10
TRINITY_DN27824_c1_g6_i1|m.17239,10
TRINITY_DN27836_c0_g1_i1|m.17218,11
TRINITY_DN27842_c0_g1_i1|m.17091,13
TRINITY_DN27844_c0_g1_i1|m.17161,3
TRINITY_DN27845_c0_g1_i1|m.17133,11
TRINITY_DN27857_c0_g1_i1|m.17273,11
TRINITY_DN27861_c0_g1_i1|m.17282,10
TRINITY_DN27862_c0_g1_i1|m.17285,10
TRINITY_DN27879_c0_g1_i1|m.17326,1
TRINITY_DN27907_c0_g1_i1|m.17418,4
TRINITY_DN27916_c0_g1_i1|m.17447,10
TRINITY_DN27928_c0_g1_i1|m.17460,10
TRINITY_DN27930_c0_g1_i1|m.17464,4
TRINITY_DN27938_c0_g1_i1|m.17477,3
TRINITY_DN27970_c0_g1_i1|m.17550,10
TRINITY_DN27983_c0_g1_i1|m.17574,10
TRINITY_DN27988_c0_g2_i1|m.17579,2
TRINITY_DN27988_c0_g2_i4|m.17584,3
TRINITY_DN27993_c0_g1_i1|m.17586,10
TRINITY_DN28027_c0_g2_i1|m.17673,13
TRINITY_DN28045_c0_g1_i1|m.17705,5
TRINITY_DN28075_c0_g1_i1|m.17753,10
TRINITY_DN28080_c0_g4_i1|m.17778,4
TRINITY_DN28085_c0_g1_i1|m.17765,8
TRINITY_DN28119_c0_g1_i1|m.17859,10
TRINITY_DN28135_c0_g1_i2|m.17916,2
TRINITY_DN28140_c0_g1_i1|m.17821,2
TRINITY_DN28156_c0_g1_i1|m.17928,4
TRINITY_DN28165_c0_g1_i1|m.17962,5
TRINITY_DN28169_c0_g1_i1|m.17968,2
TRINITY_DN28173_c0_g1_i1|m.17976,19
TRINITY_DN28185_c0_g1_i2|m.18009,10
TRINITY_DN28193_c0_g1_i1|m.18055,2
TRINITY_DN28223_c0_g1_i1|m.18132,8
TRINITY_DN28235_c0_g1_i1|m.18112,13
TRINITY_DN28243_c0_g1_i1|m.18162,10
TRINITY_DN28243_c0_g2_i1|m.18168,3
TRINITY_DN28250_c0_g1_i1|m.18171,2
TRINITY_DN28255_c0_g2_i2|m.18191,10
TRINITY_DN28255_c0_g3_i1|m.18199,3
TRINITY_DN28259_c0_g1_i1|m.18180,2
TRINITY_DN28259_c0_g1_i8|m.18186,10
TRINITY_DN28264_c1_g1_i1|m.18176,10
TRINITY_DN28276_c0_g1_i1|m.18221,2
TRINITY_DN28286_c0_g1_i1|m.18235,1
TRINITY_DN28298_c0_g1_i1|m.18273,3
TRINITY_DN28319_c0_g1_i1|m.18339,11
TRINITY_DN28324_c0_g1_i1|m.18353,5
TRINITY_DN28330_c0_g1_i1|m.18350,5
TRINITY_DN28334_c0_g1_i1|m.18371,2
TRINITY_DN28338_c0_g1_i1|m.18375,3
TRINITY_DN28341_c0_g1_i1|m.18319,5
TRINITY_DN28369_c0_g1_i1|m.18435,4
TRINITY_DN28377_c0_g1_i1|m.18445,3
TRINITY_DN28388_c0_g1_i1|m.18464,10
TRINITY_DN28394_c0_g1_i1|m.18490,9
TRINITY_DN28425_c0_g1_i1|m.18580,22
TRINITY_DN28432_c0_g1_i1|m.18608,8
TRINITY_DN28443_c0_g1_i1|m.18525,5
TRINITY_DN28448_c0_g2_i1|m.18625,10
TRINITY_DN28449_c0_g1_i1|m.18652,5
TRINITY_DN28460_c0_g1_i1|m.18660,4
TRINITY_DN28473_c0_g2_i1|m.18708,3
TRINITY_DN28503_c0_g1_i1|m.18763,5
TRINITY_DN28516_c0_g2_i1|m.18793,19
TRINITY_DN28529_c0_g1_i1|m.18819,5
TRINITY_DN28539_c0_g1_i1|m.18756,5
TRINITY_DN28554_c0_g1_i1|m.18850,10
TRINITY_DN28560_c0_g1_i1|m.18873,2
TRINITY_DN28587_c0_g1_i1|m.18931,2
TRINITY_DN28605_c0_g1_i10|m.18976,10
TRINITY_DN28605_c0_g1_i11|m.18977,2
TRINITY_DN28610_c0_g1_i1|m.18987,1
TRINITY_DN28620_c0_g1_i3|m.19004,3
TRINITY_DN28625_c0_g1_i1|m.19013,5
TRINITY_DN28629_c0_g3_i1|m.19073,3
TRINITY_DN28647_c0_g1_i1|m.19006,11
TRINITY_DN28650_c0_g1_i2|m.19107,5
TRINITY_DN28660_c0_g1_i1|m.19138,3
TRINITY_DN28661_c0_g1_i1|m.19144,5
TRINITY_DN28662_c0_g1_i1|m.18953,3
TRINITY_DN28676_c0_g1_i1|m.19173,19
TRINITY_DN28689_c0_g1_i1|m.19210,11
TRINITY_DN28690_c0_g1_i1|m.19212,5
TRINITY_DN28712_c0_g1_i1|m.19275,3
TRINITY_DN28716_c0_g1_i2|m.19282,4
TRINITY_DN28725_c0_g1_i1|m.19303,10
TRINITY_DN28732_c0_g3_i1|m.19332,3
TRINITY_DN28732_c1_g1_i3|m.19333,2
TRINITY_DN28738_c0_g1_i1|m.19326,11
TRINITY_DN28749_c0_g1_i1|m.19297,4
TRINITY_DN28753_c0_g1_i1|m.19378,3
TRINITY_DN28764_c0_g1_i2|m.19390,19
TRINITY_DN28764_c0_g2_i1|m.19391,19
TRINITY_DN28766_c0_g1_i1|m.19392,5
TRINITY_DN28773_c0_g1_i1|m.19412,21
TRINITY_DN28798_c0_g1_i1|m.19438,6
TRINITY_DN28819_c0_g1_i1|m.19481,5
TRINITY_DN28819_c0_g2_i1|m.19483,5
TRINITY_DN28820_c0_g2_i1|m.19493,5
TRINITY_DN28829_c0_g1_i1|m.19519,3
TRINITY_DN28832_c0_g1_i1|m.19524,3
TRINITY_DN28866_c0_g1_i1|m.19580,2
TRINITY_DN28881_c3_g6_i11|m.19692,18
TRINITY_DN28881_c3_g6_i2|m.19672,5
TRINITY_DN28881_c3_g6_i7|m.19683,2
TRINITY_DN28886_c0_g1_i1|m.19635,3
TRINITY_DN28896_c0_g1_i1|m.19637,5
TRINITY_DN28897_c0_g1_i2|m.19653,24
TRINITY_DN28907_c0_g1_i2|m.19748,13
TRINITY_DN28929_c0_g2_i1|m.19804,5
TRINITY_DN28947_c0_g1_i1|m.19878,3
TRINITY_DN28960_c0_g1_i1|m.19868,13
TRINITY_DN28964_c0_g1_i1|m.19871,15
TRINITY_DN28965_c0_g1_i1|m.19874,3
TRINITY_DN28972_c0_g1_i1|m.19909,3
TRINITY_DN28975_c0_g1_i1|m.19911,3
TRINITY_DN28978_c1_g1_i2|m.19920,3
TRINITY_DN28983_c0_g1_i2|m.19932,10
TRINITY_DN28993_c0_g1_i1|m.19960,2
TRINITY_DN29006_c0_g1_i1|m.19980,6
TRINITY_DN29012_c0_g1_i1|m.19995,3
TRINITY_DN29014_c0_g1_i1|m.19997,10
TRINITY_DN29029_c0_g1_i1|m.20030,4
TRINITY_DN29040_c0_g1_i1|m.20048,5
TRINITY_DN29040_c0_g2_i2|m.20051,14
TRINITY_DN29076_c0_g1_i1|m.20146,3
TRINITY_DN29087_c0_g2_i1|m.20152,2
TRINITY_DN29097_c0_g1_i2|m.20181,5
TRINITY_DN29103_c0_g1_i1|m.20212,2
TRINITY_DN29126_c0_g2_i1|m.20281,5
TRINITY_DN29134_c0_g1_i2|m.20286,10
TRINITY_DN29139_c0_g1_i1|m.20198,5
TRINITY_DN29140_c0_g1_i1|m.20298,2
TRINITY_DN29144_c0_g2_i1|m.20294,11
TRINITY_DN29175_c0_g1_i1|m.20370,5
TRINITY_DN29176_c0_g1_i1|m.20367,5
TRINITY_DN29187_c0_g1_i1|m.20387,3
TRINITY_DN29213_c3_g1_i1|m.20549,8
TRINITY_DN29221_c0_g1_i1|m.20490,2
TRINITY_DN29221_c0_g1_i3|m.20497,2
TRINITY_DN29223_c0_g2_i1|m.20522,16
TRINITY_DN29223_c0_g2_i3|m.20528,5
TRINITY_DN29224_c0_g1_i1|m.20517,5
TRINITY_DN29225_c0_g2_i1|m.20515,20
TRINITY_DN29228_c0_g1_i1|m.20539,5
TRINITY_DN29229_c0_g1_i1|m.20541,5
TRINITY_DN29243_c0_g1_i1|m.20591,3
TRINITY_DN29253_c0_g1_i1|m.20606,5
TRINITY_DN29256_c0_g4_i3|m.20623,22
TRINITY_DN29261_c0_g1_i1|m.20648,3
TRINITY_DN29277_c1_g1_i1|m.20725,3
TRINITY_DN29279_c0_g1_i1|m.20680,7
TRINITY_DN29282_c0_g1_i1|m.20419,2
TRINITY_DN29282_c0_g2_i1|m.20422,10
TRINITY_DN29288_c0_g1_i1|m.20704,10
TRINITY_DN29297_c0_g1_i2|m.20427,22
TRINITY_DN29308_c0_g2_i1|m.20777,10
TRINITY_DN29309_c0_g2_i1|m.20800,2
TRINITY_DN29338_c0_g1_i1|m.20863,11
TRINITY_DN29341_c0_g1_i1|m.20770,5
TRINITY_DN29356_c0_g2_i1|m.20932,10
TRINITY_DN29356_c1_g1_i1|m.20939,4
TRINITY_DN29359_c0_g1_i1|m.20959,2
TRINITY_DN29359_c0_g2_i1|m.20960,13
TRINITY_DN29363_c0_g5_i2|m.21039,3
TRINITY_DN29365_c0_g1_i1|m.20965,2
TRINITY_DN29366_c0_g2_i2|m.20878,5
TRINITY_DN29366_c0_g2_i4|m.20883,10
TRINITY_DN29366_c0_g2_i5|m.20886,2
TRINITY_DN29366_c0_g7_i1|m.20889,10
TRINITY_DN29393_c0_g1_i1|m.21105,8
TRINITY_DN29415_c0_g1_i1|m.21167,2
TRINITY_DN29431_c0_g1_i1|m.21223,3
TRINITY_DN29432_c0_g1_i1|m.21230,5
TRINITY_DN29435_c0_g2_i1|m.21268,3
TRINITY_DN29439_c0_g2_i1|m.21195,2
TRINITY_DN29439_c0_g2_i3|m.21201,10
TRINITY_DN29440_c0_g2_i1|m.21134,16
TRINITY_DN29453_c0_g7_i1|m.21287,3
TRINITY_DN29472_c2_g1_i2|m.21402,10
TRINITY_DN29474_c0_g1_i1|m.21187,2
TRINITY_DN29531_c0_g3_i1|m.21568,3
TRINITY_DN29544_c0_g3_i1|m.21617,16
TRINITY_DN29550_c0_g1_i1|m.21591,5
TRINITY_DN29550_c0_g1_i3|m.21592,10
TRINITY_DN29553_c0_g1_i1|m.21633,21
TRINITY_DN29554_c0_g1_i1|m.21646,5
TRINITY_DN29555_c0_g1_i1|m.21648,14
TRINITY_DN29557_c0_g1_i1|m.21654,4
TRINITY_DN29580_c0_g1_i1|m.21706,3
TRINITY_DN29593_c0_g1_i1|m.21747,2
TRINITY_DN29646_c0_g1_i1|m.21777,4
TRINITY_DN29663_c0_g1_i1|m.21928,4
TRINITY_DN29667_c0_g1_i1|m.21973,3
TRINITY_DN29675_c0_g1_i1|m.21999,2
TRINITY_DN29698_c0_g1_i1|m.21877,5
TRINITY_DN29698_c0_g2_i1|m.21878,4
TRINITY_DN29704_c0_g1_i1|m.22047,5
TRINITY_DN29732_c0_g1_i1|m.22039,3
TRINITY_DN29739_c0_g1_i1|m.22135,22
TRINITY_DN29740_c0_g1_i2|m.22037,5
TRINITY_DN29743_c1_g5_i1|m.22177,2
TRINITY_DN29754_c0_g1_i1|m.22145,5
TRINITY_DN29757_c0_g2_i1|m.22191,3
TRINITY_DN29757_c1_g1_i1|m.22194,3
TRINITY_DN29770_c0_g2_i1|m.22232,3
TRINITY_DN29770_c0_g2_i3|m.22235,5
TRINITY_DN29773_c0_g1_i1|m.22249,5
TRINITY_DN29790_c0_g1_i1|m.22296,9
TRINITY_DN29797_c0_g1_i2|m.22302,4
TRINITY_DN29803_c0_g1_i2|m.22368,4
TRINITY_DN29804_c0_g1_i1|m.22397,19
TRINITY_DN29804_c0_g1_i3|m.22400,19
TRINITY_DN29804_c0_g1_i4|m.22402,10
TRINITY_DN29808_c0_g1_i1|m.22411,4
TRINITY_DN29826_c0_g2_i1|m.22461,2
TRINITY_DN29828_c0_g1_i1|m.22470,6
TRINITY_DN29842_c4_g2_i1|m.22547,3
TRINITY_DN29848_c0_g1_i1|m.22538,10
TRINITY_DN29850_c0_g1_i1|m.22472,3
TRINITY_DN29856_c0_g1_i1|m.22534,10
TRINITY_DN29859_c0_g2_i3|m.22619,10
TRINITY_DN29865_c0_g1_i1|m.22567,10
TRINITY_DN29867_c0_g1_i1|m.22563,21
TRINITY_DN29884_c0_g2_i1|m.22630,19
TRINITY_DN29884_c0_g3_i1|m.22631,19
TRINITY_DN29889_c0_g1_i1|m.22667,2
TRINITY_DN29892_c0_g1_i1|m.22502,5
TRINITY_DN29913_c0_g2_i1|m.22729,10
TRINITY_DN29913_c0_g2_i2|m.22731,3
TRINITY_DN29940_c1_g5_i1|m.22880,10
TRINITY_DN29940_c1_g6_i3|m.22887,2
TRINITY_DN29945_c0_g1_i1|m.22761,5
TRINITY_DN29969_c0_g1_i1|m.22739,10
TRINITY_DN29972_c0_g1_i1|m.22901,21
